sample_id	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
HG01589	-0.072151	-0.049430	0.058978	-0.001187	-0.001600	-0.001276	-0.006824	0.002924	0.002186	0.001157
HG01593	-0.078195	-0.068897	0.050725	0.010556	0.000512	0.000033	0.003289	-0.004138	-0.003792	0.001764
HG01595	-0.102558	0.120761	-0.009366	-0.021400	-0.003002	0.002238	0.002281	-0.002029	-0.001679	0.002462
HG01596	-0.096675	0.130824	-0.006046	-0.023610	-0.001252	-0.000641	-0.000707	-0.001695	-0.001268	0.000908
HG01597	-0.099635	0.137719	-0.013065	-0.023234	0.001636	0.001637	-0.000567	-0.000372	0.001028	0.000787
HG01598	-0.102204	0.117234	-0.004062	-0.017342	0.000100	0.001777	0.000377	0.002763	-0.004134	0.005076
HG01599	-0.100641	0.141806	-0.013232	-0.039943	-0.001522	-0.002371	-0.000602	0.000856	0.001255	0.000313
HG01600	-0.097662	0.159409	-0.014695	-0.046427	-0.002668	0.001648	0.000809	-0.001553	-0.000900	0.002021
HG01602	-0.068353	-0.086289	-0.036071	-0.019862	-0.001873	0.009802	0.003799	-0.003098	0.001798	0.006144
HG01603	-0.054879	-0.093219	-0.031041	-0.014736	0.003465	0.000049	0.002386	-0.003060	-0.001021	0.001605
HG01605	-0.070179	-0.085107	-0.037420	-0.057769	-0.001372	-0.000014	-0.001790	-0.000849	-0.001564	0.001370
HG01606	-0.073114	-0.105196	-0.036910	-0.033622	0.000042	0.001428	0.007115	-0.006617	-0.002370	0.002262
HG01607	-0.069176	-0.092240	-0.021519	-0.044746	-0.001882	-0.001801	-0.003173	-0.003445	0.003124	0.003032
HG01608	-0.063398	-0.084468	-0.021844	-0.046481	0.001909	0.000783	0.001716	-0.000752	-0.001416	0.001028
HG01610	-0.073639	-0.082178	-0.041242	-0.049491	-0.000093	-0.000994	-0.001145	-0.000204	0.000820	-0.000906
HG01612	-0.066435	-0.101700	-0.031439	-0.030688	-0.001670	0.000669	0.000509	-0.002959	-0.001709	0.000350
HG01613	-0.059446	-0.079713	-0.035587	-0.050946	0.003462	-0.003884	0.002374	-0.000904	0.001015	0.003063
HG01615	-0.073326	-0.094480	-0.036462	-0.052518	0.001600	0.002111	0.001677	-0.000027	-0.007312	-0.001976
HG01617	-0.068444	-0.084926	-0.039990	-0.057417	-0.002470	-0.001040	0.001228	0.002835	-0.002349	0.001932
HG01618	-0.071287	-0.098262	-0.022133	-0.038686	-0.001386	0.000623	0.002257	-0.001921	0.002540	0.000800
HG01619	-0.077367	-0.105513	-0.027243	-0.055776	0.000442	0.001763	0.001813	-0.000222	-0.002799	0.003201
HG01620	-0.069938	-0.091347	-0.033545	-0.049913	-0.002976	0.001626	-0.000654	0.000067	-0.000505	0.002652
HG01623	-0.061506	-0.108496	-0.034682	-0.039167	0.001245	0.000665	0.003684	0.001651	-0.000106	0.001734
HG01624	-0.051150	-0.108976	-0.045754	-0.051013	0.005238	-0.000737	0.004800	0.002157	-0.006675	0.001691
HG01625	-0.065470	-0.103109	-0.028811	-0.037185	0.000797	-0.000160	-0.001440	0.002370	0.001361	-0.000835
HG01626	-0.067030	-0.074831	-0.040377	-0.046798	-0.002192	0.001699	-0.005330	-0.000491	-0.002874	-0.003111
HG01628	-0.013146	-0.084264	-0.048989	-0.018626	0.018485	0.002959	0.008579	0.007287	-0.002667	-0.005226
HG01630	-0.062694	-0.083998	-0.036055	-0.033561	0.000045	-0.001696	0.003619	-0.000645	0.001603	0.001395
HG01631	-0.060838	-0.102022	-0.036449	-0.049327	-0.002187	0.004680	-0.000863	0.002698	-0.000612	0.002775
HG01632	-0.074373	-0.076331	-0.030550	-0.048630	0.000104	-0.001021	-0.001334	0.000612	0.000479	-0.001096
HG01668	-0.062009	-0.098503	-0.025925	-0.043225	-0.005824	0.005162	-0.001553	-0.001024	0.001010	0.000342
HG01669	-0.060357	-0.093800	-0.031578	-0.040535	-0.000798	0.000982	0.003700	-0.001594	0.002016	0.000815
HG01670	-0.051056	-0.066960	-0.037569	-0.033180	0.003802	0.004971	0.000104	0.002517	0.001225	-0.002004
HG01672	-0.073811	-0.085245	-0.027254	-0.022759	-0.000479	-0.000620	-0.001931	-0.001498	-0.004821	0.001579
HG01673	-0.070799	-0.077166	-0.014499	-0.048226	-0.000676	0.001543	-0.000883	0.000657	-0.003521	0.001031
HG01675	-0.073416	-0.097137	-0.037787	-0.037886	0.005633	0.000650	0.005107	0.001493	0.001765	0.002843
HG01676	-0.074079	-0.105834	-0.044396	-0.038068	0.005434	-0.008096	0.003957	-0.001038	0.002683	0.000146
HG01678	-0.078836	-0.090306	-0.034563	-0.044001	-0.000013	-0.000706	0.006096	-0.001466	-0.001840	0.003954
HG01679	-0.070176	-0.086267	-0.025929	-0.038915	-0.001411	-0.002710	0.008502	-0.002758	-0.000750	0.001421
HG01680	-0.069161	-0.086373	-0.033706	-0.068357	0.002067	0.003502	0.002774	-0.002818	0.003005	0.004598
HG01682	-0.069212	-0.089531	-0.031278	-0.059672	-0.002695	0.001539	-0.000541	-0.000201	-0.004891	0.000422
HG01684	-0.072198	-0.097500	-0.036081	-0.040827	-0.000384	-0.000826	0.004072	-0.001906	-0.001934	0.001640
HG01685	-0.045369	-0.079784	-0.042288	-0.038809	-0.006331	-0.000465	0.002207	-0.001741	0.001225	0.006149
HG01686	-0.065964	-0.092499	-0.024168	-0.039809	-0.002684	0.003094	0.000233	0.000750	-0.001025	0.000787
HG01694	-0.066679	-0.085639	-0.023515	-0.037226	0.004689	-0.002694	-0.002288	0.001154	-0.002034	0.003268
HG01695	-0.062984	-0.077987	-0.026073	-0.037403	-0.003087	0.003070	0.001093	-0.001755	0.002940	0.003343
HG01697	-0.068065	-0.102890	-0.039952	-0.048680	0.001531	-0.002232	-0.000423	-0.000318	-0.000938	-0.000401
HG01699	-0.071700	-0.099152	-0.034159	-0.030298	0.000761	-0.001079	0.001756	-0.002378	0.002098	0.001413
HG01700	-0.071931	-0.094051	-0.045438	-0.051485	-0.000740	-0.000016	0.005000	-0.004644	-0.003244	0.003628
HG01702	-0.074647	-0.104738	-0.016612	-0.045268	-0.002898	0.000615	-0.000601	0.002439	-0.001824	0.003026
HG01704	-0.067544	-0.095829	-0.022523	-0.023507	-0.001490	0.000768	0.005525	-0.002760	0.003943	-0.005462
HG01705	-0.058372	-0.097280	-0.030068	-0.017072	0.001102	-0.005687	0.001929	-0.001865	0.004282	0.002943
HG01707	-0.067458	-0.099323	-0.019710	-0.024089	-0.002240	-0.002992	0.004083	-0.000888	0.004715	-0.000178
HG01708	-0.062321	-0.102969	-0.033845	-0.044992	-0.001451	-0.006482	0.004794	0.000595	-0.002992	0.000251
HG01709	-0.065774	-0.102041	-0.034479	-0.052096	-0.000385	0.002007	0.003869	-0.000211	0.004485	0.002871
HG01710	-0.073551	-0.074100	-0.028576	-0.055766	-0.002188	0.006535	-0.003180	-0.001815	0.002139	0.001325
HG01746	-0.068937	-0.099303	-0.044166	-0.072770	-0.003048	0.002969	0.000165	0.002172	-0.002926	-0.003243
HG01747	-0.067964	-0.095765	-0.029279	-0.032304	0.000969	-0.000953	0.004906	-0.003444	0.000483	0.002209
HG01756	-0.069561	-0.089212	-0.045713	-0.056741	-0.002368	0.002720	0.002998	0.004125	-0.002787	0.002574
HG01757	-0.067113	-0.099647	-0.040504	-0.067924	0.002080	0.001712	0.003274	-0.003619	0.001554	-0.001652
HG01761	-0.071448	-0.100373	-0.050076	-0.030671	0.000372	0.001256	0.003299	0.000755	-0.000895	0.000167
HG01762	-0.068476	-0.087996	-0.029467	-0.052814	-0.002397	0.010301	-0.002971	-0.004158	-0.002558	0.000631
HG01765	-0.056833	-0.103013	-0.031021	-0.061480	0.002637	-0.004803	0.004454	-0.005140	0.000994	0.002533
HG01766	-0.052219	-0.091707	-0.032429	-0.028989	-0.000929	-0.000590	0.002016	-0.004150	0.003094	0.004858
HG01767	-0.069128	-0.082373	-0.027380	-0.042608	0.000219	0.002478	-0.002346	-0.004562	-0.001753	0.001020
HG01768	-0.078347	-0.086546	-0.044017	-0.052997	0.002867	0.001535	0.001385	-0.002714	-0.000735	0.002730
HG01770	-0.059003	-0.088868	-0.037568	-0.055096	-0.005347	0.007512	-0.008063	0.003399	0.001130	-0.001128
HG01771	-0.074115	-0.098323	-0.038904	-0.047729	-0.005459	0.006049	-0.003341	-0.001911	-0.001032	-0.001592
HG01773	-0.069433	-0.088705	-0.046157	-0.032751	0.001364	0.004089	-0.002825	0.001607	-0.001964	0.002779
HG01775	-0.071529	-0.088215	-0.031037	-0.041569	-0.004190	-0.002535	0.000748	0.000658	0.000595	0.002716
HG01776	-0.073512	-0.083821	-0.027962	-0.047030	-0.002994	-0.000942	0.001453	0.001517	-0.001605	0.000971
HG01777	-0.073303	-0.085981	-0.036644	-0.035385	0.001589	0.004497	-0.001302	-0.001171	-0.000369	-0.005628
HG01779	-0.074294	-0.096584	-0.052048	-0.056050	0.002670	0.001297	0.005586	-0.005294	-0.001897	-0.003548
HG01781	-0.066776	-0.090419	-0.039843	-0.028335	0.001369	0.001555	0.003754	-0.003396	-0.001714	0.004482
HG01783	-0.067975	-0.091960	-0.041247	-0.027519	-0.001154	0.005953	0.002436	-0.004150	-0.001736	0.003451
HG01784	-0.062032	-0.086706	-0.043808	-0.052922	0.000657	0.002515	0.003311	-0.005403	0.001258	0.000334
HG01785	-0.077934	-0.095750	-0.028679	-0.056192	0.002308	-0.000685	-0.000460	-0.003395	-0.002592	0.000029
HG01786	-0.074746	-0.082541	-0.037732	-0.027990	-0.000023	-0.003941	0.004233	-0.000169	0.003049	0.000321
HG01789	-0.072112	-0.100548	-0.037910	-0.067860	-0.000861	-0.005899	0.000995	-0.000091	0.000786	-0.001441
HG01790	-0.074824	-0.103265	-0.025023	-0.023401	0.002846	0.001342	0.005349	0.001867	-0.000947	0.005096
HG01791	-0.071683	-0.105788	-0.027593	-0.036197	-0.001654	0.003699	-0.002024	0.000169	0.000337	-0.002685
HG01794	-0.098210	0.126773	0.009444	-0.042472	0.000235	0.004428	-0.004170	-0.000607	-0.001444	-0.002620
HG01795	-0.099093	0.147692	-0.007235	-0.034837	-0.003347	0.002676	-0.001205	-0.001022	0.004668	0.003059
HG01796	-0.097577	0.136634	-0.023841	-0.035949	-0.006311	0.003052	0.003865	0.002423	0.002978	0.000314
HG01797	-0.092701	0.130169	-0.004294	-0.032180	0.001237	-0.001173	0.002305	-0.001389	0.002387	-0.000590
HG01798	-0.099818	0.122493	-0.018356	-0.035447	0.002029	-0.000167	0.000441	-0.001542	-0.001909	-0.001004
HG01799	-0.101902	0.145373	-0.011040	-0.041972	-0.002635	-0.002754	0.000472	-0.001897	0.006596	0.001878
HG01800	-0.091963	0.130156	-0.000186	-0.003979	-0.001429	0.001197	-0.000974	-0.000907	0.001857	0.001428
HG01801	-0.091915	0.135479	0.000900	-0.032935	-0.000550	-0.000670	-0.000396	0.001368	-0.000350	-0.002369
HG01802	-0.100304	0.142539	-0.011198	-0.033508	-0.000165	-0.003153	-0.000807	-0.000361	-0.000626	0.002707
HG01804	-0.100288	0.159095	-0.024504	-0.035603	-0.002433	0.002194	0.001396	-0.001002	0.003102	-0.001387
HG01805	-0.095526	0.148836	-0.021195	-0.022906	0.001566	0.003833	0.005067	-0.002388	0.001679	0.000870
HG01806	-0.095188	0.132758	-0.010377	-0.022878	-0.003677	-0.003377	0.003594	-0.002945	0.005143	-0.000458
HG01807	-0.097202	0.136188	-0.016314	-0.027395	0.000115	0.001167	0.002482	-0.002891	0.002209	-0.000262
HG01808	-0.096149	0.142100	-0.012882	-0.040286	0.002357	-0.000395	0.000171	-0.000692	0.002800	0.002847
HG01809	-0.094894	0.137838	-0.018776	-0.031228	-0.000443	-0.000513	0.001818	-0.002081	0.000245	-0.001622
HG01810	-0.092254	0.142750	-0.010156	-0.010245	-0.000348	0.004397	0.000921	-0.000638	0.000102	0.000851
HG01811	-0.097062	0.136123	-0.003810	-0.019778	-0.004268	-0.002261	-0.000633	-0.000988	0.000455	0.003108
HG01812	-0.099626	0.140349	-0.019188	-0.025863	0.000386	0.002414	-0.000664	0.000169	0.000827	0.002165
HG01813	-0.103269	0.141645	-0.012489	-0.036666	0.002232	0.000901	0.001691	-0.001612	0.006361	0.003658
HG01815	-0.099385	0.142157	-0.017693	-0.038733	0.000731	0.001730	0.002082	-0.002607	-0.001756	0.001166
HG01816	-0.104193	0.147663	-0.003772	-0.034432	-0.002995	0.000864	0.000425	-0.004463	0.001764	0.001006
HG01817	-0.103640	0.111290	0.000390	-0.011485	0.000944	-0.002111	0.002088	-0.000634	0.005564	0.001559
HG01840	-0.097624	0.136750	-0.017765	-0.046461	-0.001144	-0.000179	0.001659	-0.003446	0.004343	0.001199
HG01841	-0.098765	0.156379	-0.017886	-0.024300	-0.000264	0.001507	0.003829	0.000045	0.005054	-0.000656
HG01842	-0.102306	0.125725	-0.005088	-0.011500	-0.006192	0.000722	0.002558	-0.001322	0.002263	0.003265
HG01843	-0.098904	0.134023	-0.005784	-0.038514	-0.000813	0.000636	0.001813	-0.000500	0.000564	0.003918
HG01844	-0.100833	0.112134	-0.002985	-0.041596	-0.005268	0.001235	-0.000835	-0.003726	0.002638	0.003585
HG01845	-0.099861	0.134747	-0.010664	-0.027117	-0.001110	0.000647	0.002203	-0.002166	0.000859	0.003003
HG01846	-0.088961	0.123815	0.004848	-0.017526	-0.002134	0.002924	0.004418	0.000228	0.002983	0.004016
HG01847	-0.090728	0.122861	-0.003742	-0.017575	0.000232	0.001588	-0.000203	0.002728	0.002223	-0.000581
HG01848	-0.101404	0.124698	0.005046	-0.026783	0.000507	0.001797	0.002155	-0.001716	-0.001457	0.001201
HG01849	-0.103231	0.128790	-0.008445	-0.006601	-0.000065	0.000820	0.001282	-0.001912	0.000006	-0.000041
HG01850	-0.097083	0.127451	-0.003610	-0.036913	-0.001128	0.002126	-0.004296	-0.001130	0.000724	0.001121
HG01851	-0.092302	0.130961	-0.010715	-0.041687	-0.001312	-0.000185	0.002654	-0.004057	-0.001813	-0.001006
HG01852	-0.095252	0.128003	0.007898	-0.019854	0.001415	-0.006232	-0.001588	-0.000673	0.002785	-0.006905
HG01853	-0.105909	0.133773	-0.009032	-0.029686	-0.000526	0.001277	0.001366	0.000799	0.001856	-0.001107
HG01855	-0.097362	0.132259	-0.001145	-0.042410	0.000712	0.004059	0.001772	-0.001169	0.001656	0.001027
HG01857	-0.093036	0.114603	0.017455	-0.045592	-0.006062	-0.000330	0.000816	-0.000893	0.001391	0.003057
HG01858	-0.097883	0.130797	-0.007142	-0.029850	-0.001693	0.003797	-0.000290	-0.003314	-0.000860	0.003610
HG01859	-0.093954	0.139139	-0.005725	-0.032475	0.001931	0.001141	-0.000299	-0.002256	0.000147	0.003230
HG01860	-0.092538	0.121245	-0.005143	-0.026764	0.002940	-0.001148	0.003844	-0.001622	-0.000873	0.000812
HG01861	-0.103029	0.140448	0.008701	-0.054315	-0.000023	0.005811	0.003531	0.000093	0.002053	0.002532
HG01862	-0.100398	0.123191	-0.008303	-0.034432	-0.001469	-0.000647	0.001466	-0.000009	-0.005164	-0.001785
HG01863	-0.093273	0.155963	-0.005450	-0.027357	-0.000784	0.002803	-0.000838	0.000491	0.000753	0.002843
HG01864	-0.098754	0.147550	-0.003134	-0.023985	-0.003559	0.005338	-0.000914	-0.003534	0.003301	-0.001576
HG01865	-0.105061	0.128649	-0.010058	-0.021245	0.001699	0.001734	0.001881	-0.000610	-0.001867	0.006046
HG01866	-0.099774	0.147092	0.004067	-0.026670	-0.001362	0.002745	0.000072	-0.003806	0.002656	0.000220
HG01867	-0.099872	0.127860	0.003015	-0.017063	-0.001560	0.002005	0.004496	-0.003200	0.006787	0.002551
HG01868	-0.094273	0.133730	-0.006489	-0.040064	-0.002191	-0.001258	-0.000138	-0.000386	0.000699	-0.000283
HG01869	-0.095980	0.131222	-0.015071	-0.027198	0.001144	0.003017	0.005966	0.000400	0.006071	0.000736
HG01870	-0.098890	0.130903	-0.008356	-0.012600	0.002629	-0.003295	0.001446	-0.003562	0.000536	0.006047
HG01871	-0.094266	0.137732	-0.010141	-0.042290	-0.003024	-0.005079	0.002145	-0.003868	-0.000385	-0.001387
HG01872	-0.097433	0.134354	-0.006302	-0.034995	0.002400	0.003227	0.005409	-0.000279	0.003909	0.002113
HG01873	-0.095297	0.164374	-0.015599	-0.042147	0.004467	-0.001441	-0.001382	0.000248	-0.003780	-0.000761
HG01874	-0.094394	0.134762	0.011681	-0.024045	-0.001727	0.005514	0.000331	0.002074	0.003223	-0.004645
HG01878	-0.097856	0.112319	0.022854	-0.026425	-0.003392	0.001152	-0.000694	-0.000183	-0.000630	-0.003294
HG01879	0.170318	-0.017820	-0.018277	0.003619	0.005549	-0.059668	0.007668	0.000471	0.038252	-0.042152
HG01880	0.078974	0.009716	0.050802	0.020888	-0.014023	-0.024786	-0.004744	0.000774	0.003221	0.010626
HG01882	0.211004	-0.003977	-0.001022	0.015972	-0.032362	-0.031855	-0.015418	-0.011798	-0.031722	0.012932
HG01883	0.118370	-0.039341	-0.012017	-0.004697	-0.023384	0.000409	-0.004082	-0.003370	-0.006516	-0.002075
HG01885	0.198500	-0.002930	0.007421	0.001327	0.000646	-0.026764	-0.009305	-0.001939	-0.038830	0.002093
HG01886	0.112696	-0.041302	-0.022759	-0.025873	-0.016590	-0.034693	0.026399	0.035076	-0.006475	0.004655
HG01889	0.249456	0.015173	-0.003206	0.014927	-0.027747	-0.024514	0.012025	-0.004694	-0.018847	0.003863
HG01890	0.252705	0.020897	-0.008769	0.003238	0.029033	-0.071622	0.022832	0.043032	-0.028885	-0.037033
HG01892	-0.075714	-0.009648	-0.088248	0.149769	0.002424	-0.001970	-0.000355	0.003061	0.002541	-0.001586
HG01893	-0.092878	-0.007119	-0.082708	0.166541	0.005877	0.001315	-0.001752	-0.001733	0.000521	-0.002968
HG01894	0.185496	-0.007644	-0.006109	-0.016480	-0.015311	-0.056097	0.001765	0.016828	-0.000121	0.000313
HG01896	0.230855	0.013568	0.007550	-0.004295	-0.002432	-0.016158	0.005262	-0.004573	0.000745	0.013260
HG01912	0.198413	-0.004933	0.008544	-0.011873	-0.004598	-0.041946	-0.007370	-0.008654	-0.023957	-0.000386
HG01914	0.138473	-0.024305	-0.015330	-0.009220	-0.011451	-0.002062	-0.012261	0.005464	0.017997	-0.002644
HG01915	0.222599	0.006592	-0.000623	-0.001626	-0.006133	-0.101793	0.008936	0.011320	-0.046250	0.007760
HG01917	-0.101517	0.014005	-0.096741	0.150289	0.001398	0.001484	-0.003485	0.002835	-0.003004	-0.001686
HG01918	-0.095650	-0.025815	-0.070612	0.095074	-0.000664	0.001664	-0.005827	-0.001051	-0.001860	0.001293
HG01920	-0.097971	0.022878	-0.112085	0.220726	0.001829	0.002692	-0.003954	-0.002970	-0.001189	-0.002178
HG01921	-0.088406	0.014830	-0.090131	0.180495	0.000994	0.002552	-0.003289	0.001210	-0.005507	0.000662
HG01923	-0.103716	0.027233	-0.114739	0.214939	0.003420	-0.001887	-0.003189	-0.002060	0.000585	-0.000910
HG01924	-0.010389	0.012790	-0.072791	0.123195	0.003254	-0.009418	-0.006384	-0.002521	-0.001654	0.007706
HG01926	-0.104703	0.034011	-0.103414	0.221789	0.001492	-0.004541	-0.000604	0.004274	0.001542	0.000181
HG01927	-0.110547	0.027345	-0.108052	0.205173	0.001134	0.001634	-0.005133	0.003140	-0.003178	-0.000399
HG01932	-0.094887	-0.013901	-0.097105	0.157186	0.002877	-0.002296	-0.002088	-0.003278	-0.002052	0.001002
HG01933	-0.029594	0.008448	-0.073217	0.149162	-0.000230	0.000978	-0.011934	-0.003896	-0.005039	-0.004679
HG01935	-0.091688	-0.014708	-0.077313	0.110319	-0.001447	0.003737	-0.002020	-0.000463	-0.002154	-0.000361
HG01936	-0.101676	0.017009	-0.104866	0.209910	0.004265	0.001392	-0.005861	0.000302	0.000638	-0.001719
HG01938	-0.103066	0.017327	-0.097300	0.200952	0.004182	-0.000357	-0.003540	0.000559	-0.002001	0.001421
HG01939	-0.069898	-0.028645	-0.071474	0.061349	0.000915	0.001014	-0.003308	0.001857	-0.000787	0.002720
HG01941	-0.072537	0.016743	-0.097337	0.196186	0.000107	-0.001422	0.002492	0.001385	-0.002369	-0.001080
HG01942	-0.066213	0.011968	-0.076615	0.127886	-0.005488	0.011268	-0.005029	0.007794	0.000345	-0.003987
HG01944	-0.096427	0.087641	-0.038517	0.038990	-0.002178	0.000212	-0.002575	0.001679	0.000652	-0.000408
HG01945	-0.088109	0.001058	-0.096157	0.188522	0.001499	0.002012	0.000666	-0.001465	0.000478	-0.002676
HG01947	-0.046841	-0.022383	-0.055438	0.096461	-0.000357	0.013748	0.002940	-0.003702	-0.004927	-0.015637
HG01948	-0.098343	0.033206	-0.064205	0.167469	0.000493	-0.004097	-0.000502	-0.001663	-0.000900	-0.002828
HG01950	-0.101541	0.042835	-0.094579	0.198431	0.003687	0.001718	-0.004585	0.000901	-0.007325	-0.005787
HG01951	-0.104420	0.016355	-0.089821	0.201320	0.002377	-0.000321	-0.001428	0.000345	-0.000648	-0.000446
HG01953	-0.097081	0.008673	-0.084490	0.142317	0.004168	-0.000966	-0.004470	-0.000481	-0.003906	-0.000976
HG01954	-0.096932	0.019908	-0.083167	0.129233	0.001186	-0.000012	-0.005622	-0.000305	-0.003725	-0.003097
HG01956	0.241220	0.012842	0.004474	0.012915	-0.018626	-0.055877	-0.012013	-0.012410	-0.054893	-0.016204
HG01958	0.233470	0.014173	-0.006857	0.001972	-0.021126	-0.055157	-0.005751	0.018564	-0.014631	-0.015777
HG01961	-0.098744	0.024497	-0.098068	0.171866	0.002713	0.000392	-0.000914	-0.001197	-0.001455	-0.000403
HG01965	0.056545	0.022861	-0.055218	0.075411	-0.014434	-0.029933	-0.006282	0.007644	-0.000818	-0.008814
HG01967	-0.054160	-0.019498	-0.079297	0.121376	-0.004100	0.000858	0.000706	0.000996	0.006016	-0.001909
HG01968	-0.102632	0.030433	-0.105861	0.225261	0.001034	-0.002425	-0.003936	-0.000557	-0.003209	-0.003305
HG01970	-0.087736	-0.011164	-0.100708	0.174520	0.002385	-0.002563	-0.001233	-0.000999	-0.000330	-0.002953
HG01971	-0.021115	-0.008764	-0.061218	0.054521	0.007803	-0.004343	-0.004923	-0.004606	-0.003099	0.002319
HG01973	-0.105783	0.016158	-0.113185	0.230935	0.000843	-0.002168	-0.004947	0.002142	0.001678	-0.001081
HG01974	-0.104524	0.008672	-0.092634	0.188139	0.000225	-0.006202	-0.001310	0.002527	-0.001359	0.000889
HG01976	-0.100949	0.022100	-0.111596	0.210511	0.003652	-0.001195	-0.005658	0.002741	0.000591	-0.001237
HG01977	-0.093666	-0.005224	-0.094299	0.160288	0.001811	-0.003538	-0.000649	0.000699	-0.003314	0.003093
HG01979	-0.097587	-0.016419	-0.088760	0.120884	-0.001005	0.007304	-0.004665	0.002156	-0.000630	-0.005045
HG01980	-0.095550	-0.022493	-0.086496	0.157132	0.000432	-0.004108	-0.004585	0.003215	-0.001949	0.000621
HG01982	-0.077249	0.015744	-0.084554	0.111288	-0.000602	0.005391	-0.001685	-0.000450	-0.000301	0.003610
HG01985	0.223869	0.005509	-0.005611	-0.004270	-0.032658	-0.001040	-0.007595	0.017671	0.012983	-0.003514
HG01986	0.172444	-0.009791	-0.005708	-0.011684	-0.017077	-0.028456	0.000098	-0.018266	-0.016176	-0.008379
HG01988	0.033094	-0.070512	-0.019345	-0.020633	-0.001131	-0.019566	0.006601	0.009588	0.000334	-0.002182
HG01989	0.094518	-0.015807	-0.020913	0.001179	-0.005416	-0.022613	-0.010428	0.002105	-0.004222	0.002270
HG01990	0.189165	0.027945	-0.010987	-0.010558	-0.024615	-0.036253	0.009159	0.007125	0.012910	-0.020498
HG01991	-0.091876	-0.007057	-0.109747	0.194670	0.004381	0.002178	-0.007854	-0.001464	-0.002820	-0.002786
HG01992	-0.103469	0.029833	-0.113705	0.255047	0.003292	0.000599	-0.006496	0.003341	-0.004535	0.001823
HG01997	-0.097223	0.014352	-0.088786	0.179964	0.003605	-0.000590	-0.001748	-0.000226	-0.002395	-0.001728
HG02002	-0.091016	0.013514	-0.096013	0.199429	0.005181	0.000428	-0.005864	0.000192	-0.001121	-0.003919
HG02003	-0.100943	0.038607	-0.114910	0.233605	0.002717	-0.002558	-0.004222	0.003884	-0.000032	-0.002348
HG02006	0.002007	-0.001370	-0.063029	0.109850	0.028892	-0.013240	0.006889	-0.009854	-0.006073	0.004173
HG02008	-0.091947	0.016167	-0.081119	0.156400	0.002898	-0.003726	-0.001278	-0.001378	-0.001973	0.000674
HG02009	0.200532	0.002646	-0.010828	-0.015935	-0.032593	-0.011088	-0.014660	0.003829	-0.002864	0.000273
HG02010	0.139321	-0.018196	-0.017364	-0.028077	-0.008519	-0.012803	0.001209	0.008803	0.002721	-0.037208
HG02012	0.210175	0.008972	0.000094	-0.000511	-0.035757	-0.021123	-0.020761	0.008565	0.000191	-0.017271
HG02013	0.209616	0.011639	0.003870	0.000559	-0.015750	-0.037797	0.000257	-0.005966	-0.031574	0.018957
HG02014	0.215745	0.017184	-0.002813	0.007843	-0.016424	-0.064973	-0.005443	0.004657	-0.000920	-0.024675
HG02016	-0.100224	0.111979	0.010657	-0.025044	-0.000798	0.002060	-0.000028	0.000295	0.000556	0.004011
HG02017	-0.103334	0.133253	-0.017356	-0.034096	-0.002864	0.000314	-0.000998	0.003031	-0.000241	-0.000391
HG02019	-0.094341	0.131593	-0.007826	-0.030609	-0.002320	-0.000105	0.001246	-0.000794	0.000831	0.001475
HG02020	-0.093850	0.123756	-0.017878	-0.034052	-0.002959	0.000893	-0.002826	-0.000411	0.001376	-0.003104
HG02023	-0.093943	0.119939	-0.001019	-0.021811	-0.000435	0.006491	0.005810	-0.004408	0.004419	0.001847
HG02025	-0.105072	0.132961	-0.018585	-0.043761	-0.000517	0.002301	0.002379	-0.000355	-0.002385	-0.001109
HG02026	-0.095353	0.144155	-0.018714	-0.045977	-0.000593	0.001707	0.001652	-0.004873	0.003861	-0.002307
HG02028	-0.102094	0.129911	-0.000454	-0.040720	-0.000911	-0.001714	-0.001912	-0.001789	0.000701	0.001263
HG02029	-0.102063	0.120742	-0.018677	-0.012391	0.002266	-0.003518	-0.000440	-0.000128	-0.000196	0.000904
HG02031	-0.095198	0.126203	-0.017375	-0.031654	0.000470	0.001744	0.000067	-0.000260	0.001837	0.000112
HG02032	-0.100355	0.145719	-0.003291	-0.009839	0.000866	0.000648	-0.002767	0.000720	-0.008735	-0.003229
HG02035	-0.098761	0.120392	-0.018983	-0.014838	0.000146	-0.004236	0.004734	-0.002536	0.000526	-0.001570
HG02040	-0.093333	0.126903	-0.014765	-0.031471	-0.000075	-0.001274	0.002826	-0.002291	0.000265	-0.000471
HG02047	-0.093446	0.117886	-0.026552	-0.028388	0.003971	-0.003738	0.000450	-0.001182	-0.001938	0.002202
HG02048	-0.101592	0.125083	-0.012328	-0.028635	0.000644	-0.000398	0.001079	-0.000282	0.001934	-0.000111
HG02049	-0.094788	0.147950	-0.013901	-0.030561	-0.000321	0.004319	0.003505	-0.001987	0.000446	0.002558
HG02050	-0.095981	0.127361	-0.018493	-0.036971	0.001087	0.000891	0.002687	-0.002649	0.002094	0.001700
HG02051	0.136253	-0.020020	-0.017521	-0.011527	0.008680	-0.029298	0.004487	-0.006315	0.002252	0.009250
HG02052	0.195123	-0.002994	-0.002443	-0.006487	-0.004261	-0.092072	-0.013214	0.007312	0.007600	-0.023715
HG02053	0.233673	0.015815	0.001301	-0.008736	-0.030524	-0.026326	-0.009868	0.000957	0.000763	0.005711
