sample_id	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
HG01372	-0.071750	-0.061788	-0.048943	0.086293	0.002798	-0.004904	-0.002338	-0.007249	-0.004313	-0.001442
HG01374	-0.070058	-0.049363	-0.048720	0.091739	0.002300	-0.000384	0.001506	-0.003833	-0.006543	0.001080
HG01375	-0.013441	-0.035885	-0.045195	0.055032	0.005231	0.019275	0.012975	-0.005899	0.013065	-0.006473
HG01377	-0.083493	-0.043084	-0.071734	0.089099	0.003550	-0.003652	0.002240	0.000804	-0.003207	0.002372
HG01378	-0.070251	-0.075915	-0.040882	0.017045	-0.001507	-0.002030	0.000043	-0.000585	0.003144	-0.001008
HG01383	-0.067060	-0.071630	-0.049964	0.017404	0.001673	0.001673	0.001336	0.000164	0.000409	0.003065
HG01384	-0.000583	-0.047559	-0.036684	0.042372	0.016538	-0.003331	-0.009554	-0.017114	-0.005942	0.004539
HG01389	-0.066320	-0.087738	-0.042861	-0.020582	-0.000928	-0.000230	-0.001413	-0.002541	-0.000613	-0.000348
HG01390	0.063721	-0.023729	-0.037010	0.045430	-0.012345	-0.022127	0.001913	-0.005991	-0.007895	-0.003831
HG01392	0.025920	-0.058127	-0.031698	-0.010805	-0.009294	0.033432	-0.004725	0.009668	0.010493	0.006765
HG01393	-0.059976	-0.084223	-0.027642	-0.006697	-0.001941	0.005663	0.003065	-0.001270	-0.005545	-0.005141
HG01395	-0.079168	-0.055182	-0.034756	0.012922	0.001019	-0.004684	0.002040	0.001689	0.003866	0.001635
HG01396	-0.030543	-0.079708	-0.031329	-0.011541	-0.004570	0.004457	-0.001775	0.005602	-0.005946	-0.003808
HG01398	-0.077896	-0.080777	-0.048992	0.004771	0.002543	-0.002985	-0.001185	0.004129	0.000868	0.001114
HG01402	-0.002084	-0.047637	-0.036834	0.038621	-0.000746	-0.016753	0.000561	0.002697	-0.006135	-0.011142
HG01403	-0.014949	-0.042920	-0.031759	0.069571	-0.001200	0.015387	-0.001796	-0.007004	0.000968	0.006061
HG01405	-0.038669	-0.072269	-0.039838	-0.046317	-0.000686	0.016019	-0.000763	-0.005786	0.004879	0.004150
HG01412	-0.025251	-0.074354	-0.027678	0.002650	-0.004310	-0.007414	0.001011	-0.000554	-0.010238	-0.002863
HG01413	-0.040739	-0.021933	-0.049824	0.079245	-0.004345	0.006958	-0.005390	0.004464	0.007669	0.010178
HG01414	-0.015246	-0.027173	-0.048130	0.017947	0.014039	-0.000785	-0.005785	0.005469	0.000078	0.009106
HG01431	-0.014806	-0.073446	-0.044622	-0.031644	0.002412	-0.003784	0.000502	0.002617	-0.005071	0.016211
HG01432	-0.073606	-0.066442	-0.060788	-0.018470	-0.001201	0.000867	0.003380	0.003737	0.002663	0.005921
HG01435	-0.046118	-0.036713	-0.053648	0.063135	-0.003082	0.000678	-0.003508	-0.000244	-0.000669	0.003081
HG01437	-0.064189	-0.073225	-0.043920	-0.011393	0.002032	0.001231	0.000199	0.002186	0.002843	0.000077
HG01438	-0.073912	-0.079672	-0.052117	-0.054495	0.002581	0.004894	0.002069	0.000928	-0.002895	0.005065
HG01440	-0.026158	-0.073870	-0.042186	0.019820	-0.004580	-0.009020	-0.001661	0.000203	-0.000460	0.002410
HG01441	-0.078774	-0.016093	-0.049834	0.071931	0.000612	-0.004375	-0.003001	0.000856	-0.001685	0.001785
HG01443	-0.086088	-0.023650	-0.084764	0.154634	0.000488	0.002952	-0.003384	0.001892	-0.004640	0.002066
HG01444	0.011125	-0.057701	-0.038582	0.014312	-0.004746	0.004992	0.003463	0.015527	0.003531	0.007117
HG01447	-0.052304	-0.063119	-0.044233	0.005286	0.000661	-0.002799	-0.003720	-0.001738	0.002920	0.003087
HG01455	-0.070566	-0.072321	-0.054558	0.046366	0.002056	0.005303	0.000253	0.000439	0.001369	0.004231
HG01456	-0.089184	-0.058597	-0.055909	0.027501	-0.001072	-0.001466	-0.001339	0.000250	-0.000591	0.000554
HG01459	-0.068554	-0.058004	-0.057293	0.016210	0.000106	0.000720	-0.000652	0.001455	-0.001982	0.001453
HG01461	-0.064749	-0.013222	-0.049515	0.083967	-0.000873	0.002766	0.003901	0.005421	-0.002844	-0.004321
HG01462	-0.041146	-0.031510	-0.059643	0.126058	-0.001876	-0.007960	-0.003264	0.003340	-0.002979	-0.004775
HG01464	0.013442	-0.026841	-0.033919	0.011164	0.003625	0.007479	-0.003708	-0.002779	-0.002021	-0.001875
HG01465	-0.082259	-0.079392	-0.055702	0.013094	-0.000329	0.002753	0.001194	0.000613	-0.005356	0.003518
HG01468	-0.073501	-0.096941	-0.047089	-0.032920	0.004147	0.001088	-0.001563	-0.003686	-0.004356	0.001749
HG01474	-0.059358	-0.090640	-0.045189	-0.028868	-0.001597	-0.002823	0.004382	0.002403	-0.001064	-0.000604
HG01479	-0.010905	-0.058089	-0.048711	0.008403	0.004468	-0.008604	-0.001563	-0.003978	0.003966	-0.014614
HG01485	0.052173	-0.026769	-0.024963	0.021525	0.028675	0.011488	-0.012779	-0.007222	0.020329	0.016912
HG01486	-0.069099	-0.070953	-0.051018	0.014898	0.003219	0.006151	-0.002731	-0.001178	-0.007351	0.000445
HG01488	-0.054237	-0.052318	-0.035746	0.070559	-0.000710	0.000441	0.001045	-0.000400	0.001390	-0.003018
HG01489	-0.062418	-0.100758	-0.008763	-0.031254	-0.000256	0.002259	-0.000525	0.000694	0.001388	-0.001691
HG01491	-0.063059	-0.065715	-0.032501	0.011179	0.001719	0.000130	0.003171	0.000158	-0.003636	0.005895
HG01492	-0.064219	-0.102242	-0.050675	-0.041212	-0.002711	0.003039	-0.002196	-0.001039	-0.001731	-0.000518
HG01494	0.059577	-0.020177	-0.044192	0.033636	-0.000508	-0.033471	0.003942	-0.003481	0.008259	0.002178
HG01495	-0.031472	-0.056404	-0.038453	0.013119	0.001778	-0.009161	0.002468	0.009973	0.000505	0.006045
HG01497	-0.072034	-0.068431	-0.050778	0.035106	-0.003576	0.001296	-0.001228	-0.003228	-0.000270	0.000906
HG01498	-0.062256	-0.065095	-0.047318	-0.015687	0.003692	-0.004490	0.000693	0.000592	-0.002840	0.004775
HG01500	-0.072059	-0.091093	-0.024014	-0.023447	0.001455	0.003640	0.001869	-0.002548	0.001708	0.000056
HG01501	-0.065306	-0.086929	-0.049148	-0.054114	-0.000828	-0.001141	0.000519	-0.002149	-0.004901	0.006043
HG01503	-0.066494	-0.101087	-0.035814	-0.057888	-0.004912	0.001499	0.001142	-0.003068	-0.003105	-0.005328
HG01504	-0.073897	-0.087194	-0.034687	-0.054685	-0.003324	0.006666	-0.001936	-0.001150	-0.005651	-0.000727
HG01506	-0.059448	-0.097632	-0.041873	-0.029815	0.005135	-0.003447	0.001604	0.001893	0.007874	0.003451
HG01507	-0.071210	-0.103386	-0.034492	-0.037584	-0.004537	0.009165	-0.000972	0.007739	0.001467	0.000043
HG01509	-0.071528	-0.085811	-0.026614	-0.052734	-0.002534	0.000837	0.006950	-0.003999	0.002486	0.000417
HG01510	-0.061354	-0.106279	-0.044765	-0.053186	0.003760	0.001209	-0.001549	-0.004582	-0.003584	-0.001840
HG01512	-0.073172	-0.118099	-0.045772	-0.027893	0.001226	0.003292	0.002072	0.001958	0.003499	0.001448
HG01513	-0.066753	-0.089783	-0.035100	-0.038915	-0.003553	0.006245	0.000332	0.001686	0.002219	-0.000520
HG01515	-0.065124	-0.101906	-0.057587	-0.055765	-0.001394	0.000464	-0.000075	0.004755	-0.001637	-0.000846
HG01516	-0.063310	-0.103193	-0.047051	-0.042072	-0.005088	-0.001118	-0.000857	0.002046	0.000837	-0.000590
HG01518	-0.072536	-0.085580	-0.046358	-0.050754	-0.000523	0.001145	-0.001287	-0.001646	-0.003450	-0.000858
HG01519	-0.077088	-0.091972	-0.031526	-0.032385	0.003353	-0.000089	0.001554	0.004008	-0.001348	0.003384
HG01521	-0.068031	-0.092168	-0.031674	-0.036756	-0.003927	0.003501	-0.000228	0.004705	-0.000830	0.000691
HG01522	-0.071956	-0.086517	-0.023103	-0.037299	0.000185	0.000510	0.003275	-0.000183	0.000246	-0.000470
HG01524	-0.061833	-0.089728	-0.037799	-0.048094	0.003766	0.004352	-0.004407	0.003805	-0.002683	0.000606
HG01525	-0.060032	-0.085665	-0.031056	-0.025768	-0.000641	0.007351	0.000237	0.004612	0.000855	0.000603
HG01527	-0.068634	-0.076172	-0.034436	-0.045347	0.003759	0.001125	-0.000795	0.002177	-0.003486	0.004329
HG01528	-0.062226	-0.093315	-0.037180	-0.046789	-0.005610	-0.003481	0.004137	0.003514	0.002081	-0.002185
HG01530	-0.068768	-0.083545	-0.028152	-0.026205	-0.004757	-0.001290	0.000431	-0.001991	0.001299	0.005822
HG01531	-0.066262	-0.095155	-0.038855	-0.033153	0.004425	-0.002798	-0.003107	0.003337	0.000623	-0.000686
HG01536	-0.061444	-0.093745	-0.045493	-0.034886	0.000828	0.001211	0.000080	-0.007678	-0.006217	0.002950
HG01537	-0.074346	-0.109551	-0.041201	-0.018731	0.000524	-0.002598	-0.001061	0.000377	0.001080	0.001116
HG01550	-0.080752	-0.051240	-0.052600	0.029752	-0.003414	-0.000881	-0.002752	-0.001337	-0.003037	-0.000298
HG01551	0.040137	-0.029878	-0.038360	0.010776	0.034703	-0.017540	0.023846	-0.000841	-0.012132	0.007789
HG01556	0.009713	-0.051835	-0.039206	0.033273	-0.003493	0.001649	0.001933	-0.000272	-0.003069	-0.005998
HG01565	-0.089518	-0.000708	-0.077617	0.181532	0.002039	-0.000780	-0.000988	-0.001004	-0.002574	-0.003251
HG01566	-0.082380	-0.036596	-0.042510	0.080889	0.000512	-0.001298	-0.002074	-0.003140	-0.001653	-0.002064
HG01571	-0.092343	-0.026499	-0.055450	0.106652	-0.000125	0.003721	-0.003365	-0.001124	-0.001751	0.000043
HG01572	-0.088599	0.002985	-0.082393	0.150411	0.002470	0.003442	-0.004981	-0.002558	-0.003052	-0.003965
HG01577	-0.062366	-0.033872	-0.047083	0.079868	0.003503	0.003828	-0.003080	0.001298	0.001936	-0.001673
HG01578	-0.094184	-0.009343	-0.065196	0.137380	0.002798	-0.002582	0.000046	-0.001263	0.000566	0.003272
HG01583	-0.064689	-0.036164	0.088110	0.016919	0.000538	0.001270	0.002126	-0.000588	0.005644	-0.003940
HG01586	-0.074431	-0.059997	0.032069	0.004179	-0.000117	-0.000683	-0.000638	0.004347	0.000149	0.001093
HG01589	-0.072489	-0.048892	0.059828	-0.007531	-0.003967	-0.002420	-0.003503	-0.004969	-0.002680	0.001463
HG01593	-0.078932	-0.068349	0.049031	0.007954	0.000265	0.000108	-0.000094	0.002760	-0.001731	0.002608
HG01595	-0.102351	0.124780	-0.010344	-0.021314	-0.003072	0.002631	-0.000332	0.000918	0.000863	0.003607
HG01596	-0.098729	0.134602	-0.008275	-0.025932	-0.001068	-0.001384	-0.001193	0.000144	-0.000539	0.001578
HG01597	-0.101801	0.137951	-0.015221	-0.023423	0.000886	0.001121	-0.001083	-0.001260	0.000276	-0.000323
HG01598	-0.100682	0.120792	-0.005254	-0.015027	0.002445	0.002891	0.001523	0.000302	-0.001412	0.004701
HG01599	-0.101909	0.145922	-0.017343	-0.041873	-0.000886	-0.000438	0.000993	-0.002401	0.000082	0.000792
HG01600	-0.097949	0.161587	-0.014717	-0.048804	-0.003358	0.000677	-0.000704	0.000820	-0.002595	0.000907
HG01602	-0.067608	-0.087495	-0.039520	-0.019020	-0.001051	0.007654	-0.000415	0.002580	0.004981	0.005646
HG01603	-0.056292	-0.092614	-0.036982	-0.016481	0.003750	-0.002827	0.002436	0.005729	0.001098	-0.000889
HG01605	-0.070057	-0.085173	-0.040264	-0.058462	-0.002181	0.000374	-0.000096	0.000554	-0.001533	0.001220
HG01606	-0.071896	-0.106284	-0.037159	-0.028700	0.000873	0.002071	0.003575	0.009366	0.001941	0.003263
HG01607	-0.069216	-0.092693	-0.026672	-0.044221	-0.002045	-0.001832	-0.003570	0.001323	0.001832	0.002612
HG01608	-0.062579	-0.082520	-0.026445	-0.043967	0.001595	0.001700	0.001070	0.003704	-0.004531	0.002400
HG01610	-0.074631	-0.079940	-0.042112	-0.047595	-0.000657	-0.002316	-0.002100	-0.001260	0.001798	-0.000253
HG01612	-0.065531	-0.105445	-0.034491	-0.029804	0.001013	0.000912	-0.000572	0.002435	-0.003803	0.001563
HG01613	-0.062928	-0.078686	-0.041082	-0.045231	0.003647	-0.002302	0.000013	0.003238	-0.001043	0.002260
HG01615	-0.074049	-0.095964	-0.043782	-0.049377	0.003058	0.001199	0.000343	0.004812	-0.006286	-0.002648
HG01617	-0.065240	-0.086641	-0.041463	-0.053097	-0.003196	0.000261	0.001743	-0.000612	-0.000578	0.003276
HG01618	-0.072144	-0.101476	-0.022534	-0.038109	-0.001669	0.002264	-0.001221	0.001255	0.000318	0.001628
HG01619	-0.075642	-0.106146	-0.032227	-0.053805	0.000681	0.000750	0.002325	0.000414	0.000488	0.001389
HG01620	-0.069171	-0.094260	-0.039995	-0.046420	-0.000914	0.001233	-0.000962	0.000581	-0.002144	0.003813
HG01623	-0.062225	-0.106111	-0.038012	-0.036116	0.002573	0.002454	0.004718	-0.000044	0.000922	0.002764
HG01624	-0.047350	-0.109049	-0.049800	-0.048922	0.006370	0.001843	0.005903	0.007246	-0.002488	0.005304
HG01625	-0.063605	-0.100629	-0.034018	-0.037005	0.003314	-0.000085	-0.000657	-0.003403	0.000755	-0.001621
HG01626	-0.062877	-0.072577	-0.043349	-0.046464	-0.002966	0.002379	-0.003686	0.001256	-0.005662	-0.003758
HG01628	-0.016152	-0.084746	-0.048933	-0.014303	0.015525	0.013193	0.005524	0.001255	0.000908	-0.003440
HG01630	-0.060347	-0.086441	-0.041193	-0.032698	-0.001534	0.001699	0.001192	0.002829	0.003297	0.001721
HG01631	-0.056981	-0.104656	-0.040584	-0.046321	-0.003634	0.004739	0.000746	-0.002819	0.000746	0.004456
HG01632	-0.075297	-0.075829	-0.037241	-0.043100	0.002784	-0.001249	0.000439	0.001318	0.001242	0.000050
HG01668	-0.061028	-0.101313	-0.029055	-0.040783	-0.004622	0.006975	-0.001608	-0.001230	0.000555	0.000610
HG01669	-0.058082	-0.092813	-0.035207	-0.039398	-0.001539	0.001970	0.001552	0.002290	0.006281	-0.001502
HG01670	-0.049482	-0.070875	-0.041853	-0.032357	0.003271	0.006036	-0.000258	0.000024	-0.002847	-0.003671
HG01672	-0.072889	-0.083089	-0.030511	-0.018751	-0.000199	-0.001965	-0.001752	0.000395	-0.002825	0.000821
HG01673	-0.066882	-0.080160	-0.023601	-0.050622	-0.003071	0.003185	-0.000466	0.000009	-0.004074	0.000186
HG01675	-0.072226	-0.095887	-0.040810	-0.036439	0.003907	0.002405	0.003852	0.002524	0.001777	-0.000776
HG01676	-0.076648	-0.105828	-0.049879	-0.035109	0.003263	-0.008197	0.002078	0.000426	0.003782	0.000915
HG01678	-0.077846	-0.088030	-0.037368	-0.039803	0.001215	0.001519	0.004171	0.005773	-0.001973	0.005139
HG01679	-0.067228	-0.092995	-0.028304	-0.036917	-0.000818	-0.000495	0.006102	0.006712	0.000993	0.001965
HG01680	-0.067306	-0.081554	-0.038012	-0.063709	0.002705	0.002878	-0.000114	0.001998	0.002719	0.002855
HG01682	-0.068336	-0.090954	-0.040968	-0.057005	-0.002606	0.001815	-0.001151	0.001657	-0.004601	0.000929
HG01684	-0.072693	-0.100160	-0.043177	-0.040258	-0.001156	0.000171	0.003192	0.002879	0.001011	0.002658
HG01685	-0.043938	-0.073552	-0.040134	-0.033130	-0.003331	-0.001882	0.002027	0.000765	0.002300	0.006342
HG01686	-0.065930	-0.091688	-0.027635	-0.038368	-0.001398	0.003739	-0.000800	-0.001620	0.000250	-0.001319
HG01694	-0.064504	-0.088732	-0.025210	-0.036706	0.004817	-0.002770	0.000075	-0.001716	-0.001491	0.001383
HG01695	-0.059816	-0.076730	-0.029058	-0.033760	-0.002645	0.005274	-0.002260	-0.001406	0.000760	0.000874
HG01697	-0.063649	-0.107537	-0.046242	-0.043217	0.002868	-0.000443	0.001217	0.000547	0.003008	0.001753
HG01699	-0.071741	-0.101526	-0.034652	-0.027305	-0.001358	-0.003326	0.001704	0.002819	0.004156	0.001501
HG01700	-0.068771	-0.093142	-0.047579	-0.050757	-0.000212	0.000277	0.002951	0.007789	0.000523	0.007812
HG01702	-0.078303	-0.110809	-0.024140	-0.045510	-0.003592	0.000040	-0.000265	-0.002260	-0.002267	0.004445
HG01704	-0.068700	-0.094626	-0.023989	-0.019574	-0.000293	0.001403	0.001762	0.003102	0.003423	-0.005656
HG01705	-0.055436	-0.098003	-0.028067	-0.015496	0.001382	-0.006476	0.002116	0.001022	0.007357	0.001417
HG01707	-0.067512	-0.099932	-0.023560	-0.021006	-0.002869	-0.000812	0.002310	0.001028	0.007495	0.000359
HG01708	-0.063926	-0.100667	-0.034406	-0.041182	-0.003251	-0.006152	0.005032	0.001235	-0.003792	0.000693
HG01709	-0.064724	-0.099262	-0.043260	-0.048449	-0.000133	0.002318	0.000794	-0.000787	0.003035	0.004001
HG01710	-0.074315	-0.077429	-0.030355	-0.054334	-0.003997	0.007261	-0.005668	-0.001664	0.001721	0.000410
HG01746	-0.069104	-0.099011	-0.049660	-0.072002	-0.003321	0.004767	0.001845	0.002301	-0.005299	-0.002045
HG01747	-0.070342	-0.094124	-0.032693	-0.027741	0.003084	-0.002471	0.002521	0.004820	0.000930	0.001763
HG01756	-0.068844	-0.092294	-0.052098	-0.055032	-0.002532	0.003615	0.005392	0.001210	-0.001519	0.002312
HG01757	-0.065675	-0.099070	-0.047204	-0.062568	0.004218	0.002868	0.000027	0.005577	-0.000627	0.000130
HG01761	-0.074310	-0.102222	-0.054974	-0.031827	0.000195	0.000898	0.003200	0.002034	-0.000133	0.001020
HG01762	-0.070811	-0.087998	-0.032883	-0.053826	-0.002535	0.007009	-0.004205	0.003693	-0.001995	-0.001028
HG01765	-0.054761	-0.105537	-0.036669	-0.057652	0.003200	-0.004299	0.001812	0.004864	0.003361	0.005178
HG01766	-0.051272	-0.094112	-0.035175	-0.023742	-0.001769	-0.001070	0.002434	0.004537	0.007815	0.006768
HG01767	-0.066580	-0.086245	-0.028716	-0.042278	-0.000688	0.000797	-0.002567	0.000290	-0.000684	-0.002584
HG01768	-0.077009	-0.086803	-0.047093	-0.051467	0.002510	0.002011	-0.000002	0.002011	0.002555	0.001252
HG01770	-0.056835	-0.087504	-0.040216	-0.053246	-0.005373	0.006362	-0.003330	-0.005079	0.000103	-0.002373
HG01771	-0.074729	-0.100649	-0.045212	-0.047857	-0.005246	0.004630	-0.003409	0.003016	-0.002577	-0.001431
HG01773	-0.069936	-0.090724	-0.049319	-0.029370	0.001035	0.004992	-0.002653	-0.002764	-0.002530	0.000986
HG01775	-0.068351	-0.089302	-0.036329	-0.037878	-0.003925	-0.000585	0.001700	-0.001555	-0.000894	0.000384
HG01776	-0.073743	-0.084971	-0.033025	-0.046970	-0.002787	-0.000034	0.002285	-0.001244	-0.000301	-0.000330
HG01777	-0.071777	-0.091606	-0.040089	-0.035974	0.002039	0.003050	-0.002382	0.001075	-0.001031	-0.006399
HG01779	-0.074333	-0.102427	-0.059679	-0.052149	0.004402	0.000404	0.001864	0.008809	0.002648	-0.002482
HG01781	-0.067317	-0.095704	-0.044181	-0.031701	0.000790	-0.000167	0.002102	0.003503	0.002505	0.005176
HG01783	-0.067521	-0.090720	-0.038330	-0.023859	0.000344	0.005009	-0.000068	0.005815	0.001777	0.002282
HG01784	-0.062261	-0.084907	-0.049607	-0.045270	-0.001509	0.001659	-0.000690	0.005428	0.002951	0.000241
HG01785	-0.076892	-0.093232	-0.033016	-0.055018	0.003748	-0.000748	-0.001365	0.002662	0.000442	-0.001009
HG01786	-0.074590	-0.082100	-0.036319	-0.024217	-0.002398	-0.002243	0.004192	0.001475	0.005214	0.000996
HG01789	-0.071194	-0.103910	-0.044760	-0.067113	0.000137	-0.007495	0.001903	-0.000560	0.001905	-0.003151
HG01790	-0.077525	-0.101972	-0.031060	-0.019561	0.002652	0.001379	0.003272	-0.000031	0.000857	0.005996
HG01791	-0.070278	-0.112285	-0.035510	-0.033704	-0.001154	0.002120	-0.002189	-0.000341	0.000860	-0.003087
HG01794	-0.099365	0.133334	0.007885	-0.041885	-0.000844	0.004019	-0.003827	-0.000414	-0.003047	-0.002550
HG01795	-0.101520	0.151396	-0.008371	-0.034342	-0.003973	0.003399	-0.002709	-0.003181	0.003316	0.002859
HG01796	-0.097771	0.141252	-0.029084	-0.031266	-0.006595	0.001273	0.002896	-0.000806	0.003599	-0.000110
HG01797	-0.094825	0.134062	-0.010619	-0.031264	0.002610	-0.000044	0.001813	-0.000111	0.001543	0.000289
HG01798	-0.104910	0.125281	-0.018956	-0.037359	0.002215	-0.000864	-0.000443	0.003468	-0.001294	-0.001425
HG01799	-0.104639	0.154131	-0.017159	-0.049320	-0.001517	-0.003805	-0.000296	-0.000780	0.008729	0.000890
HG01800	-0.095879	0.132619	-0.002902	-0.002825	-0.000490	-0.000505	-0.001073	-0.001635	0.002275	0.001043
HG01801	-0.094877	0.139791	-0.005532	-0.030706	-0.000719	-0.001274	0.000120	0.000315	-0.001227	-0.000852
HG01802	-0.099946	0.147348	-0.014842	-0.032109	-0.000551	-0.002506	-0.001283	0.000038	-0.000715	0.003093
HG01804	-0.100918	0.162420	-0.030473	-0.033430	-0.003584	0.003471	-0.000464	-0.000200	0.003498	-0.001853
HG01805	-0.097129	0.147770	-0.022260	-0.018729	0.003638	0.004453	0.001895	0.003078	0.002157	0.001179
HG01806	-0.094978	0.136676	-0.014239	-0.019312	-0.003173	-0.003663	0.000821	0.000782	0.002578	0.000294
HG01807	-0.099914	0.141928	-0.018166	-0.026085	-0.000581	0.000672	-0.001252	0.003376	0.003485	-0.000133
HG01808	-0.096467	0.139594	-0.014401	-0.037555	0.002190	-0.001377	0.000208	-0.002475	0.003030	0.001973
HG01809	-0.095785	0.136472	-0.019372	-0.030343	-0.000289	-0.002085	0.002410	0.002845	0.000554	-0.002056
HG01810	-0.090648	0.146392	-0.007675	-0.011162	0.001308	0.003519	0.000934	0.002077	0.000327	0.001518
HG01811	-0.098142	0.139526	-0.008167	-0.015038	-0.003933	-0.002373	-0.001670	0.000043	-0.002434	0.002118
HG01812	-0.101457	0.145576	-0.018570	-0.025656	-0.000948	0.002909	0.000253	-0.000239	0.001178	0.002773
HG01813	-0.105583	0.141308	-0.015093	-0.033576	0.001057	0.003066	-0.000625	0.000597	0.007474	0.002534
HG01815	-0.101360	0.144334	-0.020229	-0.037668	0.000718	0.002022	0.000393	0.002079	0.000103	0.001177
HG01816	-0.105480	0.150321	-0.006000	-0.034613	-0.002690	-0.000359	-0.001235	0.002115	0.002833	0.000156
HG01817	-0.104131	0.113464	-0.001052	-0.009154	0.001084	-0.001949	0.001461	-0.000972	0.006495	0.000840
HG01840	-0.100905	0.136687	-0.021458	-0.047921	-0.000490	0.000725	-0.000285	0.000995	0.006430	0.001023
HG01841	-0.100080	0.158545	-0.017350	-0.019117	0.001738	0.002350	0.002069	0.000587	0.004247	-0.000875
HG01842	-0.101602	0.124037	-0.003210	-0.008442	-0.006773	-0.000757	0.001879	0.001122	0.004008	0.002423
HG01843	-0.100128	0.133459	-0.006189	-0.037994	-0.002058	0.000248	-0.000343	0.000503	0.002908	0.001613
HG01844	-0.099456	0.111539	-0.006246	-0.041380	-0.006135	0.002631	-0.001223	0.002583	0.004340	0.003042
HG01845	-0.100743	0.140627	-0.013595	-0.027185	-0.000032	0.002300	0.000306	0.003791	0.000915	0.004094
HG01846	-0.088591	0.121385	0.009320	-0.019193	-0.002426	0.002271	0.002401	-0.000489	0.003171	0.004823
HG01847	-0.091878	0.129874	-0.004407	-0.018157	-0.001804	0.002770	-0.000660	-0.002120	0.000741	-0.001741
HG01848	-0.104706	0.129811	0.004258	-0.027005	0.000498	0.002504	0.000947	0.001307	0.001310	0.002080
HG01849	-0.103584	0.129660	-0.009240	-0.007944	-0.000939	0.001236	-0.000275	0.000869	-0.002158	-0.001531
HG01850	-0.096245	0.130007	-0.007893	-0.039856	-0.001724	0.002954	-0.003639	-0.002512	0.001587	-0.000365
HG01851	-0.092784	0.138404	-0.012583	-0.038663	-0.001727	-0.000613	0.001977	0.004375	0.000343	-0.001792
HG01852	-0.093617	0.125510	0.009081	-0.019559	0.000337	-0.006330	0.000461	-0.001492	0.005317	-0.006853
HG01853	-0.106064	0.137464	-0.008874	-0.027978	-0.000227	0.000924	-0.000102	-0.000882	0.000727	-0.001761
HG01855	-0.099200	0.140436	-0.001061	-0.044589	0.000032	0.002274	-0.000607	0.000143	0.002838	0.001722
HG01857	-0.093196	0.113304	0.014114	-0.048782	-0.004679	-0.001452	-0.000370	-0.000495	0.001159	0.001577
HG01858	-0.098957	0.134515	-0.010834	-0.026781	-0.002252	0.000413	-0.001366	0.002204	0.000044	0.002356
HG01859	-0.094694	0.143121	-0.009611	-0.032036	-0.000048	0.000861	-0.002060	0.002319	0.002204	0.001573
HG01860	-0.090683	0.120026	-0.004736	-0.030506	0.002418	-0.002041	0.003412	0.001366	0.003368	0.002183
HG01861	-0.102025	0.145440	0.004420	-0.054598	0.000072	0.005767	0.001285	0.000745	0.002515	0.000786
HG01862	-0.102769	0.124056	-0.008607	-0.033839	-0.001478	-0.000987	0.002034	0.001790	-0.004626	-0.001343
HG01863	-0.095160	0.158360	-0.006562	-0.028183	-0.001033	0.000466	-0.000735	-0.002129	-0.000243	0.003122
HG01864	-0.098206	0.151426	-0.003448	-0.025883	-0.001690	0.004281	-0.003455	0.001073	0.004830	-0.004720
HG01865	-0.105740	0.129676	-0.012681	-0.019505	0.001628	0.004570	-0.000129	0.000696	-0.000649	0.007043
HG01866	-0.101081	0.148241	0.000627	-0.026428	-0.002806	0.001737	-0.002072	0.001435	0.001034	-0.000865
HG01867	-0.099834	0.126990	0.002392	-0.016522	-0.001156	0.002435	0.000241	0.002710	0.008082	0.003648
HG01868	-0.095097	0.133243	-0.010811	-0.037797	-0.003355	-0.001882	-0.000098	-0.000626	0.002014	-0.001327
HG01869	-0.095940	0.134381	-0.020477	-0.021342	0.003561	0.003741	0.005922	-0.000142	0.004674	-0.000059
HG01870	-0.100699	0.133676	-0.008210	-0.011026	0.002125	-0.006380	0.001251	0.003191	0.004642	0.009164
HG01871	-0.096189	0.142015	-0.016832	-0.042697	-0.002055	-0.004753	0.004543	0.003005	-0.001459	-0.001228
HG01872	-0.095547	0.131714	-0.009152	-0.035230	0.001282	0.004855	0.001936	0.001962	0.004850	0.001362
HG01873	-0.095470	0.165776	-0.015828	-0.041129	0.004578	-0.003262	-0.000195	0.000189	-0.002606	-0.002368
HG01874	-0.096167	0.135301	0.014440	-0.019247	-0.002204	0.006538	0.001146	-0.001858	0.002033	-0.002479
HG01878	-0.098337	0.108648	0.022410	-0.024531	-0.003504	0.003071	0.001198	0.001290	-0.001875	-0.001220
HG01879	0.172081	-0.017007	-0.018303	0.005087	0.011062	-0.060803	0.013604	-0.003552	0.034092	-0.050595
HG01880	0.078610	0.011740	0.053809	0.018450	-0.014142	-0.024230	-0.001777	-0.000706	0.010046	-0.002311
HG01882	0.213767	-0.002062	-0.002197	0.018076	-0.030636	-0.024813	-0.006159	0.011590	-0.015168	0.018801
HG01883	0.115762	-0.042598	-0.012434	-0.000527	-0.027836	-0.004000	-0.001230	0.007224	-0.007539	-0.003784
HG01885	0.199351	0.000173	0.011689	0.004411	0.006141	-0.034823	-0.002657	0.005241	-0.028143	0.009587
HG01886	0.111333	-0.039916	-0.026731	-0.025594	-0.020615	-0.030830	0.048408	-0.026059	-0.008051	0.004114
