#IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
HG01204	-0.0105105	-0.0205233	-0.0215388	-0.00687097	0.000805397	-0.000595469	8.83471e-05	-0.00154002	-0.000489401	-0.00128688
HG01205	-0.0116729	-0.021487	-0.0126631	-0.015988	-0.000134173	-0.00289191	-0.000769101	0.00214884	0.000557726	-0.000321787
HG01241	0.0118268	-0.00969204	-0.00817864	-0.0109473	-0.0099799	0.0196753	0.00395461	0.00765326	0.00630632	0.00406187
HG01242	0.026934	-0.00119415	-0.00300218	-0.00382886	-0.0111411	0.0231772	0.00286637	-0.000484058	-0.00925879	-0.00299186
HG01247	-0.000645327	-0.0154272	-0.0175112	-0.00655052	0.00818347	-0.000935244	0.00271808	0.00172791	0.00604867	-0.00434676
HG01248	-0.0075819	-0.0263122	-0.0102444	-0.0193107	0.000294704	-0.000289607	0.00286831	0.000478036	0.00103544	0.00147344
HG01250	-0.0108811	-0.019279	-0.0111296	-0.00383678	-0.00248252	-0.00161984	-0.000897882	0.00180849	0.00100337	-0.00039164
HG01251	-0.0122738	-0.012933	-0.0267976	0.0319316	-0.000660797	0.001113	-0.0031109	0.00100477	-0.00138382	-0.000849447
HG01253	-0.0108423	-0.0228932	-0.0192203	0.00257509	-0.000584616	-0.00291485	-0.00124795	-0.00194398	-0.00190377	0.00415637
HG01254	-0.00846952	-0.0122825	-0.0180938	0.0315572	-0.000378451	-0.000372437	0.000874293	-0.00183158	-0.000977046	0.00222493
HG01256	-0.0105108	-0.0181	-0.00860321	3.8687e-05	0.00127015	-0.000266203	-0.00378256	0.00182532	-0.00157649	-0.000479046
HG01257	-0.00751549	-0.0222184	-0.00800428	-0.00125531	-0.000129776	-0.00128864	-0.000340942	0.00197353	-0.00112984	0.00128365
HG01259	-0.00957471	-0.0217882	-0.0104735	-0.0158504	0.000278166	0.000670641	-0.000681534	0.00403031	0.000103426	-0.00290938
HG01260	-0.00799866	-0.00701063	-0.0304071	0.0474201	-0.00289266	0.00269796	-0.00210499	0.000616793	0.00241571	0.000785942
HG01269	-0.0125893	-0.01571	-0.0196817	0.00983856	-0.00048791	-0.000283816	-0.00249681	-0.000404747	-0.00123834	-0.000867842
HG01271	-0.00896248	-0.0202297	-0.0144348	-0.00567978	-9.50101e-05	0.00283827	-0.00313056	0.00540114	0.00125695	-0.00127478
HG01272	0.00231214	-0.00041995	-0.0151701	0.0386759	0.00367009	0.00459785	-0.00224068	0.00796319	0.00590044	0.00998158
HG01275	-0.0131329	-0.0228986	-0.0137998	-0.0229825	8.28059e-06	0.00149997	-0.0011546	-0.000117389	-0.00116994	0.00019873
HG01277	-0.0103004	-0.0166234	-0.0220261	0.0148998	8.70225e-05	-0.0034272	0.00126091	-0.00208362	-0.000461362	-0.000207579
HG01280	-0.00930717	-0.0225784	-0.0181019	-0.0166474	-0.00109695	-0.00490072	-0.00199013	0.000890906	0.00101427	-0.00122479
HG01281	-0.0099588	-0.0217003	-0.0131834	-0.014115	0.000917725	-0.0036021	0.000901575	-0.000348824	0.000483276	-6.70174e-05
HG01284	-0.0119972	-0.0213602	-0.00908771	-0.0144752	0.00101052	-0.0024179	0.00196961	0.000271765	0.000463437	-0.0012127
HG01286	0.00683655	-0.0132985	-0.0129049	-0.000140718	0.000883749	-0.00247104	0.00268027	-0.00810747	0.0103333	-0.00985523
HG01302	-0.00812623	-0.0206921	-0.0213797	-0.00240551	-8.34849e-05	-0.00283358	0.00139177	-0.000206122	0.00102979	-0.00258767
HG01303	-0.00509669	-0.026124	-0.0142371	-0.0201527	-0.000243571	-0.00363818	0.00037466	0.00104233	0.00174216	-0.00358965
HG01305	0.00734044	-0.0125217	-0.0128203	-0.00149803	0.00215133	0.00968385	-0.00112025	-0.00192204	-0.00228259	-0.00389048
HG01308	-0.000527542	-0.0180886	-0.0164376	-0.0183644	0.00255238	-0.0136819	-0.0021254	0.00214707	-0.0021385	-0.00155103
HG01311	-0.00917006	-0.0185046	-0.0159347	-0.0188705	-0.00180274	-0.00332047	0.00059271	0.00156395	0.000136381	-0.00413712
HG01312	-0.0103208	-0.0164473	-0.0151278	-0.00439174	0.000574693	-0.000858056	-0.000583644	-0.00186406	-0.000392264	0.000279244
HG01323	-0.0104129	-0.0159022	-0.0215275	0.0125877	-0.000327565	0.000869965	-0.000895451	0.00106061	0.00158078	-0.00123074
HG01325	0.000668465	-0.0184051	-0.0075564	-0.00523988	0.00424333	-0.00937908	-0.0015695	-0.00256559	-0.000617887	0.00140154
HG01326	-0.00931352	-0.0210868	-0.0166261	-0.00587398	-0.00103519	-0.00321493	-0.000217642	0.00275587	-0.00252825	-0.00151966
HG01334	-0.0112086	-0.0250075	-0.0144053	-0.0198861	0.000774063	0.000570622	0.000415937	-0.00167559	0.000923342	8.61363e-05
HG01341	-0.0130171	0.00148897	-0.0345059	0.0558669	-0.00171178	-0.00123386	-0.00398576	-0.000800479	0.00117181	-0.000192553
HG01342	-0.00143742	-0.00330523	-0.0201824	0.0251762	0.00425565	0.00526513	-0.00070332	0.0046414	0.00323737	-0.000872505
HG01344	-0.00793036	-0.0170241	-0.0232671	0.0258047	0.000256958	-0.000403168	0.00269695	0.000995088	0.00209916	0.000489137
HG01345	-0.0112008	-0.0128666	-0.0262208	0.0130878	-0.000222983	-5.03417e-06	-0.00276888	5.73801e-05	0.00310144	-0.000143092
HG01348	-0.0124555	-0.00731297	-0.0321567	0.0521403	-0.00293451	0.00111399	-0.00321789	0.000985076	-0.00113114	0.00272008
HG01350	-0.00894624	-0.0109922	-0.0216462	0.0126108	0.00379287	-0.00140481	0.00231822	0.00220322	0.000752375	-0.00119473
HG01351	-0.0115888	-0.0187347	-0.0223705	0.0137986	-0.000851763	-0.00168682	-0.000179768	-0.00193609	-0.00289511	-0.00278203
HG01353	-0.011371	-0.0169865	-0.021475	0.0187393	0.000510051	-0.00206271	0.0024622	0.000143246	3.28621e-05	-0.00124479
HG01354	-0.0113968	-0.0139281	-0.0246801	0.020246	0.000997219	-0.00294038	-0.000912103	-0.000131785	-0.000306464	-0.00194671
HG01356	-0.00482101	-0.00947803	-0.0267131	0.0473825	0.00382948	-0.00884877	0.00125359	0.00480317	-0.000952787	0.00318569
HG01357	-0.0120653	-0.0190206	-0.0206458	0.00500217	0.000261063	0.000390836	-0.000996129	0.000424375	0.000973191	0.000374452
HG01359	-0.0100166	-0.0218939	-0.0132338	0.00263873	-0.000449377	0.0016623	-0.000151023	-0.00135223	-0.000479091	-0.000424835
HG01360	-0.0101168	-0.0138589	-0.0253202	0.0320091	0.000822459	0.00144763	0.00182072	0.00240807	-0.000845859	-0.00133939
HG01362	-0.0101153	-0.0107245	-0.0253634	0.015515	-0.00327744	-0.000357788	0.00100839	-0.00165111	-0.00189389	0.0060124
HG01363	-0.00325785	-0.0115061	-0.0188129	0.0284672	-0.00224071	-0.0103767	3.71609e-05	-0.00155618	-0.00372707	0.00496043
HG01365	-0.0128174	-0.00515523	-0.0240361	0.0170283	0.00101427	-0.00311527	-0.0021055	0.00139973	0.00194255	0.000280866
HG01366	-0.00795571	-0.0194281	-0.0229779	0.0196684	0.000315722	-0.00112841	0.00126926	0.00181793	0.00141791	-0.00193001
HG01369	-0.0131721	-0.00030743	-0.0332061	0.0628731	-0.00152954	-0.00147661	-0.00373877	0.00130225	-0.000774358	0.00148453
HG01372	-0.0105692	-0.016276	-0.0229269	0.0363324	-0.00167475	0.000997076	-0.00271979	0.000385457	-0.00278111	0.000577417
HG01374	-0.0102672	-0.0125323	-0.0242437	0.039058	-0.000224572	-0.000127202	-0.000530768	-0.000766962	-0.00395508	-0.00119964
HG01375	-0.00136254	-0.00972475	-0.0202036	0.0225104	-0.00166603	-0.0126292	0.00714101	0.0128105	-0.00262186	0.0032444
HG01377	-0.0123406	-0.0123813	-0.0324189	0.0357482	-0.00188263	0.00135025	0.00201221	0.000494397	-0.00182298	0.000537249
HG01378	-0.0108256	-0.0199257	-0.0170965	0.00566539	0.000870915	0.00153895	0.000787642	0.00195861	0.000936721	0.000173349
HG01383	-0.0105047	-0.0185365	-0.0206822	0.0059575	-0.00075217	-0.00166999	0.00101421	0.000710421	-0.00155324	-0.00181737
HG01384	-0.000388342	-0.0123521	-0.0182044	0.0162694	-0.00879567	0.000283664	-0.00585716	0.00444041	-0.00294433	-0.00570885
HG01389	-0.0100644	-0.0232518	-0.0158034	-0.0101089	9.50908e-05	-0.000694808	-0.000676683	0.000992432	-2.86903e-05	-0.00012702
HG01390	0.00940178	-0.00648436	-0.0168019	0.0196124	0.00584768	0.0127404	-0.00412713	0.00284091	-0.00205894	0.00370347
HG01392	0.0033575	-0.0155285	-0.0101064	-0.00409776	0.00493862	-0.0174482	0.0038036	-0.00210182	0.00332424	-0.0074622
HG01393	-0.00871606	-0.0216388	-0.010529	-0.00403711	0.000365858	-0.00327891	0.000248176	-0.000218232	-0.00127275	0.00379192
HG01395	-0.0117274	-0.0155016	-0.0151301	0.0040896	-0.000322843	0.00152485	0.00126256	0.0010338	0.000547398	-0.0010428
HG01396	-0.00497206	-0.0211114	-0.0123103	-0.00733164	0.00178313	-0.00100104	-0.000618241	-0.00573922	0.00156475	0.00186773
HG01398	-0.0119294	-0.0210452	-0.0190105	-0.00112696	-0.000884674	0.00183676	0.000933768	-0.000394355	0.00282219	-4.58886e-05
HG01402	-0.000829078	-0.0132404	-0.0172059	0.0171434	-0.000162155	0.00755553	0.00126433	0.000146555	0.000770178	0.00359611
HG01403	-0.00252252	-0.0112616	-0.0174029	0.0286932	0.00231041	-0.0091715	-0.00154793	0.000951896	-0.00410722	-0.00340853
HG01405	-0.00606491	-0.0184094	-0.012764	-0.022468	-0.000503699	-0.010479	-0.00122528	0.00355903	-0.00450827	-0.00443853
HG01412	-0.00428907	-0.0205481	-0.0115334	-0.000266283	0.00215569	0.00557766	-0.00318552	-0.00585024	-0.00329565	0.00323079
HG01413	-0.00559561	-0.00602911	-0.0238042	0.0294418	0.00371906	-0.00615093	0.00183133	-0.00183566	0.00705282	-0.007719
HG01414	-0.00221056	-0.00739995	-0.0197974	0.0066555	-0.00697451	0.000524752	-0.000461648	-0.0011775	0.0031546	-0.00383353
HG01431	-0.002326	-0.0188281	-0.0159577	-0.015364	0.000400367	0.00151749	0.000942041	-0.000276108	0.000209683	-0.00659751
HG01432	-0.0113596	-0.017579	-0.0222029	-0.0114323	0.000797162	0.0012953	0.00347959	-0.000411305	-0.000690504	-0.00129132
HG01435	-0.00660437	-0.00934411	-0.021726	0.0249756	0.00119819	-0.000662352	-0.00102267	-0.00109674	0.000214673	-0.00216151
HG01437	-0.00917469	-0.020113	-0.0175192	-0.00758032	0.000124485	-0.000730814	0.00135439	0.000156959	0.000358932	-0.00114341
HG01438	-0.0108546	-0.0209192	-0.018496	-0.0261193	-0.00161975	-0.00214898	0.00248861	-0.00293557	-0.00227727	-0.00149122
HG01440	-0.00436519	-0.01863	-0.0165018	0.00773374	0.00053215	0.00534412	-0.000872997	0.00140608	0.000542308	-0.00147818
HG01441	-0.0114297	-0.0041186	-0.0229097	0.0265103	0.000320461	0.00271147	-0.000883094	-8.74227e-05	0.000147928	-0.00071979
HG01443	-0.0129672	-0.00661883	-0.0410042	0.0628464	0.00020055	-0.00204482	-0.000544666	-0.00163012	-0.000406757	-0.000714982
HG01444	0.00171805	-0.0156603	-0.014501	0.00729126	0.00334611	6.98406e-05	0.00788824	-0.00666937	0.00182794	-0.00152661
HG01447	-0.00806837	-0.0176142	-0.0180131	0.00122794	0.000377234	0.00139213	-0.00191452	-0.000321512	0.00141203	-0.00369571
HG01455	-0.010431	-0.019231	-0.0235506	0.0182851	-0.000217002	-0.0033299	0.00124254	0.000330762	-0.000788714	-0.00129597
HG01456	-0.0133596	-0.0154255	-0.0247669	0.0129218	0.000420765	0.00188505	-0.00109041	-0.00199333	0.000107211	0.000254468
HG01459	-0.0102721	-0.0152337	-0.0226405	0.00436509	-0.000527669	0.00229605	0.00010775	-0.000438869	0.00170167	-0.000769384
HG01461	-0.0099929	-0.00437767	-0.0229982	0.0347354	0.00060126	-0.00211881	0.00307953	-0.000972139	0.00149986	0.00292358
HG01462	-0.00644303	-0.00815539	-0.0265211	0.0517822	0.0010485	0.00291701	-0.00201408	-0.00120441	0.00214518	0.00151855
HG01464	0.00243485	-0.0063908	-0.0143798	0.00423521	-0.00281149	-0.00285975	-0.0038248	0.00208501	0.00106849	-0.000155436
HG01465	-0.0120156	-0.0196182	-0.0226063	0.00522948	7.28255e-05	-0.00115845	0.00102873	-0.000869591	-0.0018241	-0.000416545
HG01468	-0.010941	-0.0245249	-0.0167119	-0.0161578	-0.00166825	-0.000762009	-0.00216493	-0.000652381	-0.00170224	-0.000836504
HG01474	-0.00917977	-0.0238097	-0.0160351	-0.0145459	0.000669356	0.0019144	0.00212034	0.000677461	-0.000636905	0.00145827
HG01479	-0.00194955	-0.0154651	-0.0199797	8.19249e-06	-0.00240804	0.00592232	-0.000964551	0.00936388	0.00562125	0.00298288
HG01485	0.00698964	-0.00712657	-0.0110321	0.00797577	-0.0117894	-0.00688536	-0.00517198	-0.00394141	-0.000828064	-0.0101995
HG01486	-0.0104179	-0.0189962	-0.0209295	0.00467949	-0.000890512	-0.00253442	-0.00255254	-0.00425899	-0.00238804	0.00020872
HG01488	-0.0084582	-0.0134085	-0.0176497	0.0290212	0.000313623	-0.000994237	-0.000455511	0.00234696	-0.00127652	-0.000525827
HG01489	-0.0094343	-0.0264449	-0.00211128	-0.0144754	0.00045756	-0.00185606	0.000684768	0.0014396	0.00176682	-0.000518862
HG01491	-0.00969947	-0.0177495	-0.0143511	0.00709429	-0.0011524	-0.000960949	0.00112952	-0.0020632	-0.00404376	-0.0022969
HG01492	-0.00979576	-0.0270848	-0.0189531	-0.0210866	0.00128154	-0.00149062	-0.00216958	-0.000505393	0.000462947	0.000372533
HG01494	0.00896536	-0.00488459	-0.0182129	0.0134844	-0.000737603	0.0181626	0.000496468	0.00190084	-0.0039986	-0.0055813
HG01495	-0.0052129	-0.0150779	-0.0177104	0.00508793	0.00016779	0.00579047	0.00308551	-0.00429802	0.00107935	-0.0030018
HG01497	-0.0106225	-0.0178174	-0.0199749	0.012173	0.00119211	0.0001215	-0.00153903	0.00161746	-0.000736126	0.000137604
HG01498	-0.00930593	-0.0165917	-0.0168319	-0.00852951	-0.0014627	0.0031054	0.000673585	-0.00150688	0.000198065	-0.000674286
HG01500	-0.0107243	-0.0238007	-0.00815265	-0.0117964	-0.000490226	-0.00115757	0.000122707	0.00119262	-0.00201166	5.95239e-05
HG01501	-0.00992356	-0.0228962	-0.0154935	-0.0266022	-0.0005336	0.000940861	-0.00120681	-0.00267826	-0.0039894	-0.0025906
HG01503	-0.00939186	-0.0256569	-0.00988945	-0.0260092	0.00168424	-0.001139	-0.00252085	-0.000539901	-0.0016954	0.0034514
HG01504	-0.0113359	-0.0225626	-0.0106027	-0.0249383	0.000471871	-0.00160612	-0.00229543	-0.00145929	-0.00108394	0.00114552
HG01506	-0.00895399	-0.0266394	-0.0149115	-0.0156882	-0.0017039	0.0012676	0.00417762	0.00265924	0.00158554	-0.00314334
HG01507	-0.010472	-0.025583	-0.0127964	-0.0173797	0.00241617	-0.00459637	0.00416101	-0.0013616	0.0024269	-0.000988837
HG01509	-0.0103974	-0.0219499	-0.0057289	-0.0218514	0.000856978	-0.000104906	0.000598826	0.00283106	-0.00423617	0.00148763
HG01510	-0.00949392	-0.0278469	-0.0155173	-0.0252337	-0.00126736	-0.00045754	-0.00333985	0.000380124	-0.000530699	0.00161801
HG01512	-0.0111052	-0.0304262	-0.0159125	-0.0140868	-0.000178701	-0.0014409	0.00184906	0.000986245	0.000670112	-0.000284709
HG01513	-0.0105536	-0.0238923	-0.0137074	-0.0198741	0.00228903	-0.00261427	0.00108912	0.000446095	0.000668522	-0.000592432
HG01515	-0.00966266	-0.026705	-0.0201497	-0.0266357	0.00128713	-0.000607919	0.00109716	-0.00035003	0.00171889	0.000588437
HG01516	-0.00968427	-0.0266235	-0.0160501	-0.0220262	0.00256964	-0.000352358	0.000301988	-0.000821318	0.000597261	2.09449e-05
HG01518	-0.0112118	-0.0220363	-0.0165717	-0.0229246	-0.000146381	-0.00111339	-0.00128129	-0.00151624	-1.12613e-05	-0.000515204
HG01519	-0.0116733	-0.0236048	-0.0115664	-0.0147249	-0.000680916	1.72382e-06	0.00231313	-0.00149918	-0.00186441	-0.0013388
HG01521	-0.0107712	-0.0251897	-0.0111201	-0.0174958	0.00275659	-0.00192389	0.00117425	-0.00151217	0.00159364	-0.000196355
HG01522	-0.0112585	-0.022415	-0.00729401	-0.0174689	0.000172873	-0.00103918	0.000900985	0.00102418	-0.00147728	0.00152045
HG01524	-0.00955556	-0.0243076	-0.0152585	-0.0235255	-0.00104851	-0.00346888	-0.00132478	-0.00445238	0.00134221	-0.000118742
HG01525	-0.00913673	-0.0232038	-0.0105721	-0.0117468	0.000420081	-0.00447457	0.00162404	-0.00350015	0.000669611	-0.000537359
HG01527	-0.0105885	-0.0210589	-0.0120193	-0.022592	-0.000936373	-0.00144562	-5.03965e-05	-0.00178132	-1.07815e-05	-0.00196111
HG01528	-0.00939869	-0.0245651	-0.0119393	-0.0211131	0.00196639	0.00290688	0.00194245	0.00279368	0.00138312	0.000545014
HG01530	-0.010314	-0.0208424	-0.00900856	-0.0131179	0.00238333	0.00178221	0.000417581	0.0001825	-0.00135514	-0.00354315
HG01531	-0.00903466	-0.0236442	-0.0116697	-0.0135487	-0.00226956	0.00347219	-0.00127988	-0.00305809	0.00221244	-0.000297265
HG01536	-0.00937854	-0.0239933	-0.0144227	-0.0155349	-0.000108315	-0.00153241	-0.00397331	-0.00284308	-0.00486744	0.00041071
HG01537	-0.011478	-0.02888	-0.0140385	-0.00965622	-3.6242e-05	0.000753489	-0.000547074	0.00015736	0.000617935	-0.00147358
HG01550	-0.0117264	-0.0142421	-0.0230708	0.010867	0.00159938	-0.000374607	-0.00204797	-0.000620152	0.000276949	-0.000124066
HG01551	0.00631857	-0.00815452	-0.016217	0.00214889	-0.0160326	0.0131586	0.00314649	-0.0054516	-0.00829955	0.00340299
HG01556	0.000984198	-0.0127302	-0.0188769	0.0142843	-7.4333e-05	-0.00112668	-0.00234298	0.000681533	-0.00282768	0.00502293
HG01565	-0.0140298	-0.00119742	-0.0429753	0.0828007	-0.00103029	0.000230431	-0.00102269	-0.00132415	-5.70577e-06	0.00280827
HG01566	-0.0125812	-0.0095857	-0.0195433	0.0336043	0.000399102	0.00118126	-0.00232788	-0.000292269	0.000425712	0.00264669
HG01571	-0.0139321	-0.00812843	-0.026588	0.0443843	0.000707174	-0.00191804	-0.00202129	-0.000543553	0.0005263	-0.000815356
HG01572	-0.0129712	0.000862802	-0.0371409	0.0598866	-0.000539524	-0.00111311	-0.00319947	0.000300402	0.00118463	0.00291369
HG01577	-0.00929708	-0.00899358	-0.0229202	0.0317168	-0.00126009	-0.00314082	-0.000108796	0.000175613	0.000383892	-4.51293e-05
HG01578	-0.0141308	-0.00366374	-0.0327778	0.0577093	-0.00104963	0.00197968	0.00102303	0.00142922	-0.000883685	-0.000818294
HG01583	-0.00982193	-0.00872022	0.0322832	0.0106507	-0.000669474	-0.000237275	0.00143612	0.00407275	0.000856659	0.00206684
HG01586	-0.0111921	-0.0143788	0.0138812	0.00439705	0.000363917	-0.000910248	0.000504557	-0.00319677	-2.66576e-05	-0.000559407
HG01589	-0.0107542	-0.012994	0.0235986	-0.000808875	0.000601142	0.000669252	-0.00487982	0.00177165	-0.000259506	-0.00073626
HG01593	-0.011604	-0.018188	0.0206012	0.00527746	-0.000306584	1.18523e-05	0.00254314	-0.00316622	0.000620517	-0.000959593
HG01595	-0.0154188	0.0318731	-0.00372442	-0.00959514	0.0014599	-0.00131147	0.00163443	-0.00195978	-0.000332481	-0.00183299
HG01596	-0.0145601	0.034483	-0.00244207	-0.0103227	0.000649713	0.000310312	-0.000263088	-0.00156119	0.000731623	-0.000728824
HG01597	-0.0150646	0.036457	-0.00495985	-0.0101351	-0.000805699	-0.000988692	-0.000428293	0.000154562	0.000206131	-0.000943976
HG01598	-0.0153819	0.0310686	-0.00157244	-0.00708702	-0.000257193	-0.000955302	-0.000151304	-0.00238153	-0.00360556	-0.00164834
HG01599	-0.01509	0.0374843	-0.00529268	-0.017707	0.000723054	0.00157731	-0.000410634	0.00110723	-1.46818e-05	-0.000224009
HG01600	-0.0147218	0.0420805	-0.00573212	-0.0204538	0.00136086	-0.000718443	0.000634446	-0.00108257	-0.000148617	-0.00136334
HG01602	-0.0101826	-0.0228814	-0.0139911	-0.00828457	0.00112896	-0.00594192	0.00297959	-9.30931e-05	-9.24475e-05	-0.00444278
HG01603	-0.00816574	-0.0248497	-0.0121498	-0.00653702	-0.00168593	4.92707e-05	0.00202713	-0.00132775	0.000436955	-0.00107126
HG01605	-0.0104644	-0.0224243	-0.0143471	-0.0262064	0.00069745	-3.39162e-05	-0.00114552	-0.00124706	0.000117517	-0.000654862
HG01606	-0.0108429	-0.0277335	-0.0142716	-0.0145512	-4.99772e-05	-0.000950953	0.00552831	-0.00270436	0.00181655	-0.00182255
HG01607	-0.0102016	-0.0245334	-0.00793524	-0.0196988	0.000950356	0.000978149	-0.00145797	0.000600456	0.0022199	-0.00329384
HG01608	-0.00940911	-0.0223296	-0.00829702	-0.0209109	-0.00113051	-0.000536315	0.000987351	-0.00114974	-0.000681116	-0.000368209
HG01610	-0.0109876	-0.021686	-0.0161532	-0.0225398	-1.68361e-06	0.000478908	-0.000531727	0.000484484	0.000677887	0.000133154
HG01612	-0.00986145	-0.0270514	-0.0121684	-0.0138397	0.000956152	-0.000455624	0.000629999	-0.00153547	0.0013763	-0.000344239
HG01613	-0.00883337	-0.0211061	-0.0138428	-0.0230108	-0.00191634	0.00219293	0.00155578	0.000331587	-0.000736711	-0.00191853
HG01615	-0.0108056	-0.0248292	-0.0140104	-0.0233259	-0.000975378	-0.00117644	0.000720609	-0.00402191	-0.000955571	0.00308867
HG01617	-0.010204	-0.0222502	-0.0153701	-0.0257322	0.00107938	0.000482131	0.000376091	-0.000781006	-0.00226754	-0.000197643
HG01618	-0.010478	-0.0259831	-0.00841447	-0.0170075	0.000964753	-0.000486911	0.00171547	0.00110165	0.00117234	-0.00132934
HG01619	-0.0114865	-0.0278708	-0.0101399	-0.0245232	-0.000282955	-0.00101222	0.000761417	-0.00213686	-0.00125591	-0.00106932
HG01620	-0.0103487	-0.0241508	-0.0129145	-0.022932	0.001678	-0.000785995	-0.000543876	-0.00067722	-0.000970213	-0.00133305
HG01623	-0.00909911	-0.0288728	-0.0133211	-0.0167846	-0.000738146	-0.000318355	0.00199029	0.000188747	-0.00209065	-0.000625386
HG01624	-0.00757077	-0.028996	-0.0176928	-0.0227209	-0.00256396	0.000608687	0.00253063	-0.0034473	-0.00336391	0.000479991
HG01625	-0.00971289	-0.027383	-0.0110454	-0.0167793	-0.000480584	0.000135584	-0.00120693	0.00115035	-0.000678813	0.000513215
HG01626	-0.0100537	-0.0198382	-0.0153846	-0.0211038	0.00097882	-0.00106553	-0.00322063	-0.00142813	0.00155145	0.00174378
HG01628	-0.0018501	-0.0219376	-0.0194502	-0.00771086	-0.00899041	-0.00156324	0.00398092	-0.000245342	-0.00522921	0.00376558
HG01630	-0.00935262	-0.02221	-0.0140139	-0.0148746	-0.000188097	0.00120091	0.00247683	0.000979735	-0.000215109	-0.00128818
HG01631	-0.00892725	-0.0270944	-0.0140513	-0.022019	0.00105422	-0.00249829	-0.00145146	-0.000606594	-0.00237923	-0.000888404
HG01632	-0.011086	-0.0201558	-0.011697	-0.0220791	-0.000113601	0.00072925	-0.0010986	0.000310916	0.000345772	0.000699098
HG01668	-0.00915899	-0.0259169	-0.00992125	-0.0190787	0.00299492	-0.00312995	-0.00065222	0.000166039	0.00124455	-0.000594062
HG01669	-0.00898503	-0.0247271	-0.0120387	-0.0178743	0.000191016	-0.000546704	0.00251948	0.000193491	9.6811e-05	-0.00113242
HG01670	-0.007544	-0.017715	-0.0149492	-0.0153953	-0.00193311	-0.00294469	-0.000317637	0.00136157	-0.00123772	0.00129008
HG01672	-0.0109762	-0.0224314	-0.0106677	-0.00970851	0.00013601	0.00034154	-0.00113803	-0.00298346	0.000268387	-0.000229624
HG01673	-0.010582	-0.02032	-0.00503449	-0.0211712	0.00017889	-0.00115245	-0.000620267	-0.00187265	-0.00116162	0.000178034
HG01675	-0.0109189	-0.0257238	-0.0147868	-0.0164813	-0.00299586	-0.000704033	0.00297359	0.0014188	-0.00205203	-0.00167727
HG01676	-0.0109782	-0.0280081	-0.0174463	-0.0166274	-0.00299174	0.00462406	0.00278356	0.00090042	3.4509e-05	-0.000732562
HG01678	-0.011801	-0.0238817	-0.0134313	-0.0199113	7.34466e-05	0.00032164	0.00379837	-0.00194872	-0.00173197	-0.00229951
HG01679	-0.010346	-0.0229483	-0.00993606	-0.0170359	0.000639682	0.00160642	0.00573007	-0.000627999	-0.000388955	-0.00126942
HG01680	-0.010283	-0.0226177	-0.0128186	-0.0305734	-0.00101968	-0.00227046	0.00208249	0.000768167	0.000382828	-0.00365974
HG01682	-0.0102866	-0.0236582	-0.0119759	-0.0270479	0.00135218	-0.000857524	-0.000420286	-0.00303694	-0.000865713	0.000754019
HG01684	-0.010752	-0.0258728	-0.0140119	-0.0182825	0.000134495	0.000524046	0.00279421	-0.00144397	-0.000374314	-0.000811549
HG01685	-0.00671642	-0.0211256	-0.0166748	-0.0175239	0.00341329	0.000328651	0.0013491	-0.000407718	-0.000246812	-0.0038669
HG01686	-0.00977488	-0.0243743	-0.00910926	-0.0170833	0.00132363	-0.00201337	1.40858e-05	-0.000151457	-0.000359778	8.20594e-06
HG01694	-0.00993237	-0.0227939	-0.00908	-0.0169188	-0.00241887	0.00145335	-0.00165832	-0.00159303	-0.00143212	-0.00118193
HG01695	-0.00930745	-0.0206114	-0.00982792	-0.0168362	0.00157523	-0.00177179	0.00092152	0.000800694	0.000433863	-0.00235001
HG01697	-0.0100689	-0.0273632	-0.015557	-0.0222544	-0.000768446	0.00107466	-0.000237278	-0.000488411	0.000301939	0.000353425
HG01699	-0.0106472	-0.0264534	-0.0130907	-0.013077	-0.000538042	0.000712899	0.00140401	0.000284208	0.000853599	-0.00173643
HG01700	-0.0106077	-0.0249255	-0.0175274	-0.0235014	0.000231593	-2.37086e-05	0.00384947	-0.00307242	0.00057732	-0.00209834
HG01702	-0.0110961	-0.0277034	-0.00603003	-0.0205583	0.00147181	-0.0002132	-0.000911955	-0.000966947	-0.00251173	-0.000858779
HG01704	-0.010023	-0.0255164	-0.00857627	-0.0103912	0.000770844	-0.000414147	0.00376631	0.00257167	0.00259403	0.00198828
HG01705	-0.00859932	-0.0260957	-0.011838	-0.00743075	-0.000615694	0.00327632	0.00140227	0.00150348	0.000589668	-0.00296407
HG01707	-0.00998483	-0.0264353	-0.00760829	-0.00984607	0.00109238	0.00174613	0.00308372	0.00331223	0.000635833	-0.000683718
HG01708	-0.00921516	-0.0272546	-0.0132381	-0.0198351	0.000717224	0.00378482	0.00278077	-0.00155921	-0.00173716	0.000503627
HG01709	-0.00980855	-0.026958	-0.0130476	-0.0229795	0.000161917	-0.00109018	0.0024836	0.00221501	-0.000584015	-0.0025789
HG01710	-0.0110409	-0.0195592	-0.0110039	-0.0247431	0.00109239	-0.00396303	-0.00149576	0.000596035	0.00175422	-0.00169683
HG01746	-0.0102557	-0.0261251	-0.0170801	-0.0323941	0.00148918	-0.00162342	-0.00017081	-0.000228247	-0.00122451	0.00325622
HG01747	-0.0101075	-0.0252943	-0.011222	-0.0138396	-0.000593593	0.000268461	0.00365722	-0.0007987	0.000162295	-0.00192529
